content,score,label_sentiment
Excelent,5,Positive
"Daftar no rekening di menu transfer tidak bisa diedit/ hapus setelah disimpan,bisa jd perhatian mudah2an segera diperbaiki",4,Positive
Good,5,Positive
"Boro2, mau masuk sj ga bisa. Akhirnya pake bjb net di browser, ini jg system error terus utk cek mutasi. Cape telpon 14049, ngabisin pulsa aja. Bjb bikin teknologi setengah2. Rekening utk payroll tp ga nyaman.",1,Negative
"Tolong donk screenshot di aplikasi jangan dibatasin, itu penting menurut saya. Kalau bisa, tolong diizinkan aja ya. Terima kasih. Aplikasinya sudah oke banget pokoknya.",5,Positive
"wow.... 1. beli pulsa (keterangan berhasil) . uang k debet pulsa gak ada. 2. transfer uang ( keterangan gagal ), malah ngedebet 2x mantap",1,Negative
Good,5,Positive
"Semuanya jadi mudah, tidak perlu banyak langkah & semuanya bisa dilakukan kapan pun tanpa gangguan",5,Positive
Easier than previous application,5,Positive
Sanagat memudahkan dan membantu sekali.. terimakasih..,5,Positive
makin user friendly,5,Positive
Sudah lebih oke nih versi update nya.. Jauh dibanding versi sebelumnya... Cuma beberapa fitur seperti masih lambat...,4,Positive
"Setelah update terbaru,untuk login lama sekali.Saya buka aplikasi bank lain tidak ada masalah",1,Negative
Good recomended aplication for transaction online,5,Positive
Aplikasi yg simpel dan user friendly,5,Positive
"Gak bisa buat bayar listrik, buat bayar shopee atau market place lainnya gak bisa. Aplikasinya juga super lemot. Pake internet banking lemot. Diupdate dong biar bisa. MAKIN PARAH SURUH REQUEST TOKEN TERUS",1,Negative
usefull,5,Positive
Bjb digi kok ga bisa dibuka ya?,2,Negative
"Paling parah ini aplikasi bank BJB ga semudah dan secanggih bank lain. Token sering gagal di kirim ribet banget mau transfer atau log in. Coba di upgrade dong apikasinya.. aplikasi bank kok kaya mau browsing.. ga kaya aplikasi bank lain.. percuma punya internet banking kalo sering gangguan, ujung2nya harus ke atm. Lama2 ditutup juga nih account gua",1,Negative
ga bisa transfer antar bank atau bank manapun.. kenapa?,2,Negative
Sangat mudah,5,Positive
"Bjb Mobile sangat user friendly, semua fitur kemudahan ada didalamnya, termasuk finger print saya suka ini",5,Positive
Enakeun!,5,Positive
Kembangkan lagi fiturnyaa. Mantap.,5,Positive
Re,4,Positive
setelah di upgrade jadi ajib,5,Positive
In,5,Positive
Aplikasi yg mantab,5,Positive
😃,5,Positive
Bank bjb selalu terbang dan inovatif!,5,Positive
aslinya terlalu ribet dan terlalu sering minta ganti password yg pada akhirnya saya sendiri lupa...,1,Negative
"Terkadang login ga langsung masuk ke beranda, tp ga ada keterangan salah pass/id, form jd kosong lg. Semoga ditambahkan fitur cetak/export rekening koran",4,Positive
good but must be excellent .,4,Positive
"App nya bagus. Ga perlu browser lagi utk akses akun bjb, ga perlu lagi sms token yg motong pulsa. Saran untuk app dev: Enable screenshot. Saran untuk Bank BJB: PLEASE... kerjasama dgn PLN spy bisa beli token listrik.",4,Positive
"Ternyata aplikasi yg muter2 ga bisa login, bisa teratasi dengan re instal tanpa perlu ke CS lg spt dulu..ada scan finger also...sudah ok sekarang mantap tuk BJB...hanya bila ada kontak ke centernya sekiranya ada balasan..pasti lebih ok",5,Positive
Aplikasi yg bagus,5,Positive
simple tapi tampilan keren,5,Positive
tolong donk supaya bisa registrasi langsung di aplikasi makasih...,1,Negative
Aplikasinya mantaappp sangat membantu transaksi perbankan,5,Positive
Peningkatan yg sangat baik dari versi sebelumnya.. Saran perlu ditambahkan layanan beli token listrik 👍,4,Positive
"Setelah update versi terakhir, bjbdigi jadi loading terus. Ga bs masuk ke halaman menu nya",4,Positive
Dah makin simple dan user friendly. Tinggal ditambah fitur2 bayarnya,5,Positive
bagus☺,5,Positive
"Semua dalam satu genggaman, namun masih belum bisa membeli token listrik... Itu saja",4,Positive
Nice,3,Neutral
"Lebih Bagus, Nyaman pakainya",5,Positive
"Setiap mau transfer, keterangannya ""Transaksi ditolak, nomor rekening tujuan tidak dikenal"" padahal nomor rekening yg dituju sdh benar..",2,Negative
good,5,Positive
👍🏼,5,Positive
"Just loved it.. especially bjb mobile, so simple to use but so usefull",5,Positive
Knapa harus minta access ke data contact dan media yg ada di handphone saya yaa??,1,Negative
mantul gan,5,Positive
Good ux,5,Positive
"simple and user friendly, all banking transaction needs just a click away",5,Positive
Semakin keren 👍,5,Positive
Niceeeee,5,Positive
Mantul,5,Positive
Good,5,Positive
"Memudahkan transaksi,,",5,Positive
Proud to be a part of this development team,5,Positive
Nice and easier,5,Positive
"Bandingin ama mandiri bca, ini aplikasi paling tolol",1,Negative
"Aplikasi perbankan paling RIBET, ganti hp langsung gak bisa masuk mobile banking, mesti aktivasi ulang ke kantor cabang. SAMA SEKALI TIDAK MEMBERIKAN KEMUDAHAN BAGI NASABAH !!!",1,Negative
Force close....,1,Negative
Syuka bgtb❤,5,Positive
mantapppp,5,Positive
Dengan bjb digi yang terbaru dengan ada bjb mobile lebih mudah transaksinya tidak sulit lagi,5,Positive
mantaaap,5,Positive
So easy,5,Positive
"Nice design, provide convenience in transactions, easy fast and reliable",5,Positive
User friendly,5,Positive
Udh d apdet penggunaan lebih mudah...,5,Positive
"Bad app, tidak banyak membantu, ga ada bedanya sama buka lewat search engine biasa macem chrome.. 👎👎👎👎👎👎",1,Negative
Lebih simpel dan banyak feature baru.. Good job 👍,5,Positive
sama bagusnya dengan mobile banking bank lain 👍👍,5,Positive
Ok,5,Positive
"ada fitur bjb mobile tanpa otp bikin transaksi makin simpel, klo ada aplikasi khusus bjb mobile mungkin lebih simpel lg krn g harus masuk bjb digi dulu.",5,Positive
Easier than the previous version.,5,Positive
Nice improvement for bjb digi mobile application,5,Positive
"Bintang 3 dulu, hari kerja lncar jaya, sabtu minggu transaksi tidak ada balasan , sering pending semoga bisa ditingkatkan lagi",3,Neutral
Agen pulsa,5,Positive
"versi terbaru bagus banget.. terima kasih, bank bjb..",5,Positive
BJB Manjur,5,Positive
mantap,5,Positive
Aplikasi e-banking memudahkan transaksi dan membuat bank bjb semakin mudah diakses. Go bjb,5,Positive
Bangga karya anak bangsa,5,Positive
keren udah bisa mobile banking,5,Positive
"MANTAP!!!! Keren sekarang udah kyk bank-bank canggih! Lebih user friendly dan bener-bener jadi aplikasi sekarang, bukan diterusin ke browser. Saran aja tab my account mending diganti jadi cek saldo atau gbr nya disesuaikan, krn awalnya saya mengira tab itu buat pengatuan akun. Overall keren, it's a BIG JUMP!!",5,Positive
"Aplikasi ga berguna, login susah, cek saldo ga bisa, klu mau buat apps yg user friendly dong mas, plus jg klu ga siap mending ga usah di rilis di playstore",1,Negative
"Aplikasi tidak simple untuk digunakan, tiap transaksi membutuhkan pulsa tdk praktis untuk digunakan pada transaksi yg urgent",2,Negative
"lots of improvement, love it! *Edited* Bukti transaksi bjb net tdk bisa di download, pemberitahuan sedang loading page atau proses tidak ada",5,Positive
Memudahkan untuk bertransaksi,5,Positive
"gak jelas ebanking nya,sdh login dgn id dan password dengan benar tp tetap tdk bisa, ini sudah yang ke tiga kali nya gagal login dengan alasan id dan password salah, buang2 waktu dan pulsa untuk daftar ulang ebanking, payah kalo ga mampu nyediain layanan ebanking mending gak usah bank ecek2 ini",1,Negative
"Tidak bisa login karena belum mendaftar bjb sms, tetapi sudah mendaftar bjb net dengan nomor handphone yang sama, sehingga kurang efisien",4,Positive
"Tidak bisa digunakan untuk apa - apa. Cek saldo, transfer, pembayaran tetap harus pergi ke atm",1,Negative
Untuk dapet soft tokennya lama banget.. Mohon untuk dioptimalkan pelayanannya.. Terimakasih,5,Positive
Mau ngecek saldo aja.. sering error. Sms berulang ulang.. sampai habis pulsa.. parah,1,Negative
Pake aplikasi tp masuk ke browser. Ya ngapain download aplikasi. Ribet. Plis lah bikin aplikasinya yg serius. Bank bjb coba Cari org yg bener2 bisa bikin aplikasi.,1,Negative
Gak tau kenapa aplikasi mobile banking bjb gak sama kaya aplikasi bank lain. Ini agak terlalu rumit. Apalagi di fitu internet banking tidak ada pilihan mutasi rekening. Tolong ditambahkan fitur itu. Thanks,2,Negative
Lelet.. Sulit digunakan.. Gak bs copy paste.. Buat yg native dong. Gimana nih boss arman.,2,Negative
"G ngerti lagi deh Bikin emosi, duh 😅 Padahal saya udah pake bjb dari 2013, tapi aplikasi ini bikin saya kecewa banget",1,Negative
Terdeteksi root tapi sebenarnya saya tidak melakukan rooting,1,Negative
Susah banget di downloadnya,1,Negative
Ribet... kalah sama bank swasta 1 bintang cocok,1,Negative
Ribet.. kesedot 200rb kurang buat aktivasi 😣 ko bisa ya.. maaf.. i really dissatisfied and disappointed..,1,Negative
Kenapa setelah update malah ga bisa transaksi?,2,Negative
Masih sulit digunakan...masih sms basis..gk kaya bank bank yg lain yg gk mesti pake format sms dlu. Saya pilih pembayaran pendidikan malah gagal terus.. Katanya format sms yg anda masukan salah..lah kan saya pilih dr aplikasi bjb diginya bayar pendidikan..yg muncul kaya gt terus. Bt deh jadinya. Ujung ujungnya ke atm lagi. Maaf ya,2,Negative
"ya gak dimana mana namanya bank plat merah provinsi selalu minim inovasi, aplikasi sering bug, loading lama, aki kira ini aplikasi mobile ternyata web mobile, kalo mau bertransaksi harus ada pulsa buat konfrim kode lewat sms, masih jaman model banking kaya gini? coba contoh bank² swasta dong. Udah tau banyak bug developer nya gak pernah update",2,Negative
kampret banget ini aplikasi nya.. apalagi bjb sms.. mau transfer 100rebu ke bank laen sampe abis pulsa gw nggak berhasil.. kan kampret namanya...,1,Negative
Tidak dapat transfer,3,Neutral
"Bad apps experience, every time check saldo it will redirect to sms with keyword send to 3373 with no reply😂. Hope bjb team can improve this",1,Negative
1. Aplikasi tapi diarahkan ke browser 2. Tidak user friendly 3. Tidak bisa trf ke bank lain,2,Negative
"Gabisa dipake ini mah. App Minta ganti password, tapi error saat mau ganti password.",1,Negative
"error mulu, tiap mau transaksi dibatalkan terus. niatnya biar praktis malah jadi kerja 2 kali.",3,Neutral
Gak berguna sm skali.. sdh daftar 2x msh gak bisa.,1,Negative
Tambah lah opsi utk paste nomor rekening. Bjb digi ni aplikasi keuangan yg paling ngga praktis dbanding aplikasi lain,3,Neutral
"Ada bbrp hal yg perlu dibenahi dr app ini. 1. Yg namanya app ketika digunakan oleh user utk melakukan transaksi online, app ini seharusnya bs berfungsi sbg browser yg mampu menjamin keamanan user saat melakukan transaksi online. 2. App ini seharusnya tdk perlu memakai pergantian password app scr berkala krn password aplikasi dgn password akun bank itu berbeda. 3. Ini yg nyesek. Ada biaya transaksi online yg dibebankan kpd user untuk satu kode sms sebesar ± Rp. 3500,- shg berkesan sangat komersil",2,Negative
"Tidak bisa digunakan, aktivasi di situs bjb net pun selalu gagal dan gagal terus - terusan padahal sudah minta kode aktivasi lewat atm..kalau layanannya belum benar jangan dulu dirilis di play store dong !",1,Negative
"Untuk sekelas bjb, aplikasi nya hanya segini, mobile banking langsung kebuka sms, dan internet banking buka di browser itu mengecewakan. Bank lain yang lebih kecil ada yang lebih bagus aplikasinya. Tolong ubah aplikasinya karena agak memalukan kalau ini digunakan sebagai standar bank karyawan di jabar. Permintaan pengubahan pin pun, seharusnya bukan sesuatu yang wajib tapi sifatnya lebih ke suggestion.",1,Negative
Aplikasi ghoblok udh mesti masuk ke browser percuma appnya yg bkin idiot sumpah mana minta ganti password mulu,1,Negative
Tidak bisa tranfer ke bank lain. Saya sudah coba tranfer ke bank mandiri/cimb niaga/bjb syariah gagal/selalu kembali ke beranda. Jadi Ketika sudah memasukan nominal uang dan no rek setelah itu di klik kirim langsung kembali lagi ke BERANDA. mohon bantuannya kepada tim bjb digi,2,Negative
"Sering error, susah transaksi",3,Neutral
Kurang frendly user,3,Neutral
Fvkcing application.. Maksdnya apa coba.. Uda ada app.. Pilih bjb net.. Eh dialihin ke browser.. TOLOL,1,Negative
"verifikasi kode sms 10 menit??? terlalu lama ketika awal pake, dan knp harus ke browser?????",1,Negative
Semoga bjb semakin lebih baik,5,Positive
Good,5,Positive
Keren banget sangat membantuu,5,Positive
Sangat membantu dalam bertransaksi e banking,5,Positive
Mantap,5,Positive
memudahkan bgt nih mantap,5,Positive
Helpful,5,Positive
"Lebih bagus lagi kalau ebanking ga perlu lagi buka ke browser, tapi langsung di aplikasinya..",5,Positive
"Soft token gagal terus, dan kenapa fungsi aplikasi hanya untuk mengarahkan ke browser? Bukan sebuah sistem dong kalo seperti ini.",1,Negative
Very helpful,5,Positive
Sangat membantu dalam bertransaksi,5,Positive
Aplikasinya sangat membantu sekali,5,Positive
Aplikasi nya parah.... Ribet dan sering error,1,Negative
Nice,5,Positive
"Jadi ribet, bagus yg versi lama",1,Negative
👍👍👍,5,Positive
ko sering bgt minta ganti2 pin dan suka error,1,Negative
"this app is so great and getting better always. overall, rated 5 and highly reccomended for everyone. good job bjb digi.",5,Positive
Mohon info untuk menu transfer ke TCASH/LinkAja. Terima kasih.,4,Positive
mantapp semakin baik,5,Positive
nice app,5,Positive
not bad,3,Neutral
Setelah di update aplilasi jadi cacat... Paraahhhhh,1,Negative
gimana cara login nya ya,1,Negative
"UI bagus, tetapi bjbNET harus redirecting ke web. kecewa sih",3,Neutral
Apa bedanya BJB SMS dan BJB NET kalo dua duanya menguras pulsa,3,Neutral
ok,5,Positive
Nomer HP gak bisa masuk..,1,Negative
terlalu seirng minta ganti PIN,4,Positive
gak reliable,1,Negative
Bagus,5,Positive
disuruh ganti password terus ga bisa digunakan sama sekali.,1,Negative
"Susah login, mentok di masukan kode yg terdapat di sms. Perbaiki lg aplikasinya",2,Negative
ini kenapa setelah diupdate buka bjb net malah diredirect ke browser sih? gmn cara balikinnya?,1,Negative
Useless.. Ribet & tidak praktis Berkesan buang-buang kuota & boros pulsa pula Fix it or leave it...,1,Negative
"Ga bisa ngasi 0 bintang ya? Transfer dana ke beda bank lewat app error, dana udah kepotong tapi ga keterima, telepon CS jawabnya ditunggu 14 hari kerja. Tau gitu transfer lewat atm -_-",1,Negative
ampun,1,Negative
terlalu ribet,1,Negative
ini hanya shortcut saja ke browser... koq gini amat bikin aplikasi perbankan,1,Negative
"VERY BAD, DISSAPOINTED!!!",1,Negative
selalu menutup otomatis setiap klik pembelian pulsa atau e-commerce 😩,3,Neutral
"Setelah update, malah tidak bisa digunakan. keterangan : no blm terdaftar di SMS Banking Padahal di aplikasi sebelumnya tidak pernah ada masalah.",1,Negative
"kok saya ga bs masuk ke bjb nya, udah masukin nomor ponsel disuruh ke bjb sms...haduh susahnya",1,Negative
request token gagal terus bossssss,1,Negative
gud,5,Positive
"Aplikasi mobile banking terburuk yang pernah saya gunakan. Akses bjb net harus tersambung dengan browser terlebih dahulu, proses login sulit untuk sekali sukses yang padahal dari mulai ID, password dan pengetikan kode dalam box benar. Sekelas pelayanan bank thn 2019, dimana Internet sudah canggih, ternyata masih ada yang sangat ketinggalan seperti ini.",1,Negative
"setelah update susah untuk akses aplikasinya sering muncul notif ""gagal terhubung ke server, periksa kembali koneksi internet anda"". padahal sinyal internet saya bagus.",1,Negative
Sudah terdaftar dan pernah melakukan transaksi via digi eh tau2nya pas mau buka aplikasi katanya no hp blm terdaftar.,1,Negative
GATOT!! PopUp Windows..!!😑,1,Negative
"Tolong developer buat m-banking bjb yg minimal bisa digunakan cek saldo, mutasi, transfer, administrasi langsung di aplikasi tidak perlu buka browser lagi. Bjb digi versi saat ini benar-benar tidak optimal fungsinya. Tolong belajar dari m-banking BCA yg sederhana tapi optimal atau belajar sekalian ke Jenius-nya BTPN. Terima kasih semoga Bjb digi bisa cepat diupgrade menjadi lebih baik lagi.",1,Negative
Setelah apdet malah tambah parah....😥😥😥,1,Negative
"Transaksi bjb net kadang loading lama dan gagal tetapi request token berhasil, tidak sinkron malah buang2 biaya untuk sms token yang tidak terpakai. Tolong tingkatkan kapasitasnya.",3,Neutral
susah log in perbaiki dong,1,Negative
Untuk aktif perlu daftar sms banking terlebih dahulu tetapi susah di lakukan di gerai atm.,1,Negative
"Habis update koq, bkn nya tambah baik malah makin susah 👎, bjb gimna neh?",1,Negative
ga bisa masuk nomer ponselnya. apa harus k bank nya gitu?,1,Negative
good,5,Positive
ini kenapa setelah di update mlah harus dftar dlu bjb sms? malah tmbah ribett deehhh. ya trpaksa aku uninstall aja deh app nya..,1,Negative
Very nice,5,Positive
aplikasi perbankan paling surammmmm !!!!!! Tiba2 ke blokir ..d aktifin lg ke bank .. update app .. minta login bjb sms .. padahal ga pernah ngaktifin fitur tsb .. dari awal cuma bjb net ... 🤬,1,Negative
hard to access,1,Negative
"setelah di update kok saya ga bisa transaksi yah ? malah harus aktivasi bjb sms, udah di coba ke atm tapi gagal mulu. bagaimana sih ini kenapa jd ga bisa dipake bjb diginya",1,Negative
apa gunanya cmn linking app,1,Negative
"ketinggalan jauh banget dibanding app bca dan btn yg saya pake. habis update malah minta bjb sms, mana tampilan app nya ribet. mending saya gak pake dari awal deh, menuh2in memori",1,Negative
baru update yang terbaru.... ternyata lebih jelek... balik lagi ke versi lama ga bisa... loading lama buanget... perbaiki lagi dong...,1,Negative
habis di upgrade malah jadi gak bisa dipakai. nomor hp yang sudah diverifikasi malah tidak bisa. repot harus ke CS lagi.,1,Negative
di upgrade malah makin jelek 👎👎👎 minta masukin no hp yg sudah di daftarkan malah gagal..sok sokan kode 0070..IT nya gmn nihhh!perbaiki secepatnya..masa kalah sama IT ojol🙈🙈🙈🙈,1,Negative
"kirain habis update bakalan bagus tapi makin kesini malah makin jelek. sebelum pake harus daftar bjb sms, trus pas mau pake bjb net malah redirect ke browser. aplikasinya bukannya mempermudah malah mempersulit. kalo emang belum mampu ngembangin mbanking ya gausah sekalian lah 😡",1,Negative
"tidak friendly use, pake aplikasi android tapi klik bjbnet malah masuknya via browser, lambat selow lila",2,Negative
Aplikasi sampah 👎👎👎👎👎,1,Negative
kenapa sekarang setelah update malah disuruh masukin bjb sms???? padahal sblm update ga pernah ada masalah.,3,Neutral
"Masih sering terkendala log in, apakah ini aplikasi nya berat atau perlu perbaikan terus, menu untuk pembayaran PDAM hanya tersedia 3 perusahaanya saja, padahal di Jabar dan Banten PDAM tersebar di tiap Kota/Kab, dan juga pembayaran tagihan PLN belum tersedia, masih belum optimal. Banyak yg harus diperbaiki. Dan top up Go Payselalu muncul kesalahan sistem, tolong diperbaiki. Setiap tanggal 1 aplikasi selalu lama merespon.",2,Negative
"setelah update, minta masukin nmr, dpt popup nomor blum terdaftar bjb sms, pdhl udah, elah le le",1,Negative
"setelah di update malah eror, dmnta mskin no yg uda terdaftar malah gabisa. aneh. pdhl no ny uda benerrrr. dicoba berkali kali malah gabisa, keseeeeelllll. ini gmn yaaaaa apk di update bknnya makin mempermudah malah mempersulit",1,Negative
"please lah ya di perbaikin secepatnya. bjb aplikasinya udh terbelakang nah ini abis update malah makin parah, useless.",1,Negative
good,5,Positive
Ok skg udah bisa masuk setelah daftar berkali² di atm. Ketika beres verifikasi yg berbelit dan akhirnya masuk ke bjb net apa hasilnya? Malah dialihkan ke web browser! Jadi update ini cuma tambah menu bjbsms doang tapi malah ngilangin fitur wajib di bjbnet. Masih mending versi sebelumnya stay di app ga perlu ke web browser. Kalo gini buat apa dibikin app mendingan kasih aja shortcut ke web. Udah gitu masuk ke app ga ada proteksi pin atau apa. Contohlah app bank lain kaya BCA biar ga malu²in.,1,Negative
"kenapa jadi harus daftar bjb sms, bjb net nya kemana?? udah coba daftar lewat atm bjb sms nya ga bisa2, lg ada perlu jadi repot harus bolak balik ATM",1,Negative
"stelah update, dsuruh msukin nomor hp, pdhl nomor hp nomor yg didaftarin, eeeehhhh... malah gagal login. admin, tolong segera diperbaiki. ====== udh ada update terbaru msh aja dpt notif ""anda blum terdaftar bjb sms"" sblum di update normal2 aja tuh. tolong diperbaiki.",1,Negative
"Tidak bagus, maaf rate 1, soalnya ga ada tombol minus",1,Negative
selalu ada bug,3,Neutral
tidak bisa dipakai. sudah daftar lewat atm. nomer hp sudah diaktivasi. giliran mau pake lewat android. eror no hp belum terdaftar.,1,Negative
stlh update dan pakai nomer hp.. jd error ngga bs masuk.. udah minta reset telp. ke 14049 hbs 10rb.. daftar lg tetep ngga ada sms notifikasi masuk 😞😞,2,Negative
ga bisa login habis update. sms verifikasi ga masuk2,1,Negative
"setelah di *update* hp terdeteksi rooted, padahal hp tdk pernah sama sekali di root.....mohon utk diperbaiki...",2,Negative
"Terlalu ribet, semoga segera diperbaiki.",1,Negative
"setelah update, gak kepake...",1,Negative
"device root...setelah update aplikasi terbaru., solusi????",1,Negative
"tidak bisa dibuka, selalu muncul tulisan ""device anda terdeksi ROOT"". itu artinya apa? CS BJB pun tidak mengetahui mengatasi nya.",2,Negative
kenapa saya jadi ga bisa masuk setelah update ya? bilangnya belum terdaftar bjb sms padahal biasanya pakenya juga bjb net bukan yg sms hadeuh,1,Negative
"update malah jd aneh, gak bisa login.......payah",1,Negative
"Judulnya ganti saja jadi bjb sms, kalau bjb net-nya di redirect ke browser",3,Neutral
"maaf tp ini harus. aplikasi ini sebenernya untuk apa. cuma semacam tombol untuk redirect ke browser, segala transaksi atau apapun dilakukan di browser. jd tdk perlu install app ini, cukup buka bjb internet di browser",1,Negative
setelah update ga bisa masuk disuruh kirim sms verifikasi tapi ga pernah dapet balesan verifikasi nya,1,Negative
tidak bisa masuk aplikasi setelah diupdate minta no tlp bjb sms tapi no yang terdaftar dibilang tidak terdaftar,1,Negative
update barunya malah bikin ribet harus daftar bjb sms segala. kenapa malah d persulit daftarnya.,1,Negative
"Tidak bisa login ke aplikasi dengan cara seperti biasa setelah aplikasi diupdate. Kemarin cukup pakai nomor aktivasi, log in dengan username n password. Sekarang minta no.hp yang terdaftar di sms banking. Padahal saya cuma berlangganan mbanking, bukan sms banking.",1,Negative
Aplikasi sudah cukup baik,5,Positive
mantul....!,5,Positive
sangat membantu sekali trimakasih bank bjb,5,Positive
Betul banget nih setelah update malah jadi kacau. Aneh pisan euy,1,Negative
"kembalikan bjb digi yg sebelumnya, lebih bagus sebelum update",1,Negative
setelah update malah g bisa dipake....,1,Negative
theworst ebanking .. fix uyy,1,Negative
gak suka ah...jd ribet klo harus daftar bjb sms dulu...,1,Negative
easy to use,5,Positive
great,5,Positive
"log in skrg harus sms, dan no saya tidak terdaftar. gimana ini? tolong perbaiki",1,Negative
aplikasi perbankan ter semvak....email notif dah berhasil tp dipalikasi masi suruh daftar lagi,1,Negative
rasanya mau downgrade apps nya aja. kenapa skrg harus bjb sms? padahal nomer saya telah terdaftar sebagai bjb net. jd harusnya gimana min?,1,Negative
"Tolong segera perbaiki log in nya, karena saya sudah berkali memasukkan kode gambar yang sesuai namun tidak bisa masuk sama sekali. Trims.",3,Neutral
Kacau stlh update,1,Negative
good,5,Positive
muncul informasi perangkat anda terditeksi root padahal hp masih bawaan pabrik.. kacau,1,Negative
sangat membantu,5,Positive
Nice,5,Positive
"kok harus aktivasi bjb sms 😢 sebelumnya ga perlu bisa langsung login pake kode aktivasi, tolong dong diperbaiki",1,Negative
"jelek banget, buka BJB NET malah dialihkan ke web, versi update 2.0",1,Negative
easy use,5,Positive
aplikasi sampah,1,Negative
"5 bintang untuk versi lawas... jadi gak bisa ngontrol pemasukan sekarang, no hp sudah di daftar sms banking juga tetap tidak bisa login... tolong pencerahan nya...trims",1,Negative
Udah masukin kode aktivitasi koq g da respon?,3,Neutral
kenapa minta aktivasi terus ini...??? setelah aktivasi sms pun aplikasi ga bisa di pake...???,1,Negative
kenapa setelah update terakhir minta aktivasi bjb sms dlu? padahal sebelumnya gak harus aktivasi bjb sms.,5,Positive
Mending jangan upgrade kalau dipaksa daftar sms banking,1,Negative
setelah update bjb digi application..kenapa bjb net nya malah ngga bisa dipakai? koq malah jadi harus masukkan no.ponsel dan tetap ngga bisa masuk aplikasinya 😒,2,Negative
"Sebelum update ga perlu aktivasi bjb sms. Tapi setelah update harus aktivasi bjb sms dulu, dan nomor saya yang sudah terdaftar dibilang tidak aktif 😪.. Yah harus ke bank lagi. Ngerepotin aja!",1,Negative
abis update malah ga bisa access,1,Negative
"Aduh, gmana sih, ini kok setelah di update aplikasinya, malah jadi sms banking gini sih, bagaimana ini ceritanya??? nasib m-banking nya gmana ini??? kok malah hilang semua fitur bjb-net nya/m-banking??? saya jadi gak bisa transaksi ini, klo begini caranya, tolong dong fitur nya diperbaiki lagi, dah cape"" saya ngantri lama bgt di cs nya buat bela""in aktifin m-banking nya, smpe saya off kerja dlu seharian, jdi sia"" bgini jadinya dah, mndingan gak usah diupdate twu bgini dah aplikasinya...😠😠😠",1,Negative
"Lemot, malah dialihin ke BJB SMS, banyak minusnya lah nih aplikasi -_-",1,Negative
"versi baru gk jelas, aplikasi gk dibuka ( HP ANDA TERDETEKSI ROOT ) padahal hp sy gk ke root sm skali",2,Negative
"setelah update terbaru, sy lakukan pembaharuan di tgl 20 april 2018, malah jd gk bs digunakan, dan selalu mengatakan device terdeteksi root (padahal hp msh segel blm pernah root sama sekali). sudah di install ulang dan donwload lagi sama aja. gmn ini ? tlp call center jawabannya gk ada solusi malah seolah2 nyalahin hp yg saya gunakan. lah....sebelumnya lancar2 aja bisa digunakan kok...gmn ini, gk ada solusi sama sekali....",1,Negative
good,4,Positive
ampun deh sumpah nyesal saya update ni aplikasi. sebelum update msh bisa cek saldo ehhh tetiba di update malah suruh saya daftar sms banking kan sial bgt. bukannya mempermudah malah mempersulit saya pakai aplikasi. dimana2 klo org update aplikasi brarti ada sesuatu yg bermanfaat ini malah bikin user kesal. kok ga evaluasi dulu sih pihak BJB. kacau !,1,Negative
"error setelah update terbaru dengan keterangan device terdeteksi root. padahal HP sy belum pernah di root atau update software selain bawaan pabrik (OPPO A39). Update : setelah di cek menggunakan root checker, ternyata mmg tidak ada root, jd murni kesalahan aplikasi.",1,Negative
Aplikasinya jauh lebih baik.,4,Positive
good,5,Positive
"setelah di update gak ada pilihan bjb net yah malah langsung bjb sms jadi bingung, mending versi yg kemaren aja deh",1,Negative
"aplikasi nya sangat tidak user-friendly. setiap login pasti ada notifikasi ""forced login from another computer"". ga pernah sekali attempt login lsg berhasil, harus coba berkali-kali dulu. kemudian aplikasi nya selalu loading, lama dan cukup ribet. mau transfer aja susah. mohon direspon ditingkatkan lagi ya kinerja aplikasi nya.",2,Negative
"Mohon diperbaiki agar prosedurnya lebih simple, kalau gak nanti saya pindahkan bank BCA uangnya.",1,Negative
"saat login di android selalu muncul ""forced login from another computer"" dan harus input user & pass lagi baru bsa login",3,Neutral
super parah...diantara semua internet banking ini yg paling parah..lemot.force close terus..mau transfer mau apa ribet..makanya bjb jangan keenakan gara2 jd bumd doang..pelayanan ditingkatkan dong..!!,1,Negative
Good,5,Positive
"Makin paraaaaaaaahhhhhh.....susah loading.....sering eror, parah...parah.. (komen update) Komen lama : Login pertama selalu gagal...ditambah perawatan melulu...pas butuh mau dpake sering ga bs lg gangguan...mohon lebih hrs ditingkatkan...sedikit kecewa..berat lagi dbukanya...jd trkesan lelet..",1,Negative
"login susah, cek saldo juga susah, mau trf juga ga bisa, sms otp ga muncul"".. bank jabar loh ini..",1,Negative
"Sering hang, ssh buka cek saldo dan menu lainy. Udah gitu suka Force Close! Jauh bgt sama BRI sama BNI bnyk yg harus di perbaiki..sry just 1 star",1,Negative
ok,5,Positive
"force close euy, kmren2 bisa pas update gadi gini",1,Negative
Masih force close terus...,1,Negative
"setelah d update kok jd close app aja ya? udah coba d instal ulang, tp ttep aja error mlulu.",3,Neutral
ribet bank satu ini,1,Negative
"app force close untuk semua menu, very very bad",1,Negative
aplikasi paan force close mulu update ia bukan makin baik malah makin ancur,1,Negative
buat tf dan beli pulsa aja kesalahan mulu,2,Negative
Perlu improvement yang signifikan untuk bisa eksis di dunia perbankan digital.,3,Neutral
